,Params,accuracy,precision,recall,f1
0,LogisticRegression,0.33793622897313585,0.31911374003235937,0.33793622897313585,0.3037278248452799
1,RandomForestClassifier,0.33994476525232237,0.3199440040619547,0.33994476525232237,0.2993689083839114
2,MLPClassifier,0.2658799899573186,0.25766147638125747,0.2658799899573186,0.2598986917899687
3,MultinomialNB,0.3172231985940246,0.27874388369191866,0.3172231985940246,0.2635141335405937
