,Params,accuracy,precision,recall,f1
0,LogisticRegression,0.3414511674617123,0.32156540790290034,0.3414511674617123,0.30742666166385096
1,RandomForestClassifier,0.3383128295254833,0.3155937080154845,0.3383128295254833,0.3015410011383937
2,MLPClassifier,0.2583479789103691,0.24798225735958568,0.2583479789103691,0.2518388658119896
3,MultinomialNB,0.3221190057745418,0.3290782301518055,0.3221190057745418,0.27146601277559135
