,Params,accuracy,precision,recall,f1
0,LogisticRegression,0.33730856138589005,0.3204902185185135,0.33730856138589005,0.3048179834402553
1,RandomForestClassifier,0.33843836304293246,0.3204408093767429,0.33843836304293246,0.29894882337478357
2,MLPClassifier,0.26110971629425056,0.2539119878836042,0.26110971629425056,0.25666148245973286
3,MultinomialNB,0.3165955310067788,0.27467339011085146,0.3165955310067788,0.2635932653312184
