,Params,accuracy,precision,recall,f1
0,LogisticRegression,0.33906603063017826,0.32083771039213516,0.33906603063017826,0.3045494911896769
1,RandomForestClassifier,0.34220436856640724,0.32247544614964724,0.34220436856640724,0.30143496232438116
2,MLPClassifier,0.267762992719056,0.26258213267491687,0.267762992719056,0.26454461738965945
3,MultinomialNB,0.31421039417524477,0.26480950563207317,0.31421039417524477,0.2583894775349502
