,Params,accuracy,precision,recall,f1
0,LogisticRegression,0.3398192317348732,0.3212999227391182,0.3398192317348732,0.3058102764044707
1,RandomForestClassifier,0.340446899322119,0.3232715332860282,0.340446899322119,0.3008335169162822
2,MLPClassifier,0.26148631684659807,0.2550305398683889,0.26148631684659807,0.2575676091119445
3,MultinomialNB,0.31734873211147374,0.2754948775480607,0.31734873211147374,0.26613406612600576
