,Params,accuracy,precision,recall,f1
0,LogisticRegression,0.3405724328395682,0.31996711080977375,0.3405724328395682,0.30682967489017693
1,RandomForestClassifier,0.3339191564147627,0.30962518626011915,0.3339191564147627,0.29598714935099435
2,MLPClassifier,0.25809691187547074,0.2486240225326277,0.25809691187547074,0.25215580270763815
3,MultinomialNB,0.31772533266382125,0.32393102591295425,0.31772533266382125,0.26783663825002646
