,Params,accuracy,precision,recall,f1
0,LogisticRegression,0.3383128295254833,0.3198910460124279,0.3383128295254833,0.30394834453166
1,RandomForestClassifier,0.340446899322119,0.3222387914332983,0.340446899322119,0.3000156768785946
2,MLPClassifier,0.25897564649761484,0.25165067386959705,0.25897564649761484,0.2546013681711854
3,MultinomialNB,0.3178508661812704,0.2785898863007376,0.3178508661812704,0.262554389804855
